City_ID,City,Clouds,Country,Date,Humidity,Latitude,Longitude,Max Temperature,Temperature,Wind Speed
345,pangnirtung,40,CA,1591217239,80,66.15,-65.71,39.2,39.2,8.05
346,kattivakkam,99,IN,1591217018,70,13.22,80.32,87.8,86.85,6.93
347,hvolsvollur,81,IS,1591217239,85,63.75,-20.22,50.0,50.0,11.01
348,nikolayevskaya,67,RU,1591217239,85,47.61,41.5,55.9,55.9,8.28
349,upernavik,0,GL,1591217115,92,72.79,-56.15,30.97,30.97,6.69
350,amapa,80,BR,1591217240,96,1.0,-52.0,76.39,76.39,3.62
351,san-pedro,63,CI,1591217240,86,4.75,-6.64,79.5,79.5,5.26
352,havelock,0,US,1591217240,73,34.88,-76.9,81.0,78.75,3.0
353,manta,75,EC,1591217240,69,-0.95,-80.73,80.6,80.6,11.41
354,sorland,81,NO,1591217240,78,67.67,12.69,44.4,44.4,19.8
355,meulaboh,100,ID,1591217114,84,4.14,96.13,75.69,75.69,4.54
356,novopokrovka,18,UA,1591217240,86,49.84,36.55,54.66,54.66,4.59
357,saint-pierre,1,RE,1591217193,68,-21.34,55.48,66.2,60.21,6.93
358,bengkulu,100,ID,1591217240,87,-3.8,102.27,76.23,76.23,5.44
359,wicklow,98,IE,1591217240,54,53.0,-6.42,53.6,52.38,11.41
360,avera,1,US,1591217240,55,33.19,-82.53,86.0,84.42,8.05
361,provideniya,0,RU,1591217240,75,64.38,-173.3,41.0,41.0,8.95
362,half moon bay,1,US,1591217127,77,37.46,-122.43,97.0,76.03,13.87
363,podporozhye,98,RU,1591217240,67,60.91,34.17,52.47,52.47,6.4
364,ostrovnoy,5,RU,1591217101,67,68.05,39.51,52.99,52.99,13.94
365,poum,95,NC,1591217240,85,-20.23,164.02,75.2,75.2,18.99
366,plaeng yao,100,TH,1591217241,83,13.58,101.28,82.99,82.99,4.52
367,komsomolskiy,56,UZ,1591217241,31,40.43,71.72,78.8,78.8,2.24
368,kalga,100,RU,1591217241,63,50.93,118.9,50.85,50.85,1.36
369,yulara,0,AU,1591217155,75,-25.24,130.99,42.8,42.8,5.82
370,oranjestad,40,AW,1591217192,66,12.52,-70.03,86.0,86.0,24.16
371,yumen,12,CN,1591217157,24,40.28,97.2,68.72,68.72,7.36
372,denpasar,40,ID,1591217241,94,-8.65,115.22,80.6,80.6,4.7
373,omsukchan,0,RU,1591216948,56,62.53,155.8,50.05,50.05,3.4
374,cabedelo,4,BR,1591217241,78,-6.98,-34.83,80.6,80.6,9.17
375,bathsheba,40,BB,1591217241,66,13.22,-59.52,86.0,86.0,19.46
376,gunjur,0,GM,1591217241,74,13.2,-16.73,78.8,78.8,13.87
377,fukuma,40,JP,1591217241,94,33.77,130.47,70.0,68.67,2.24
378,carutapera,14,BR,1591217241,93,-1.2,-46.02,77.29,77.29,7.4
379,khuzdar,0,PK,1591217241,49,27.74,66.64,78.12,78.12,2.82
380,ulladulla,75,AU,1591217241,70,-35.35,150.47,46.4,39.65,10.29
381,namibe,0,AO,1591216971,80,-15.2,12.15,71.28,71.28,3.36
382,novikovo,0,RU,1591217242,89,51.15,37.89,53.42,53.42,3.2
383,korla,63,CN,1591217242,66,41.76,86.15,77.0,77.0,1.99
384,eureka,20,US,1591217242,82,40.8,-124.16,66.99,63.43,16.11
385,elliot,100,ZA,1591217242,50,-31.33,27.85,48.22,48.22,2.39
386,lukh,97,RU,1591217242,87,57.01,42.26,55.63,55.63,12.53
387,uray,8,RU,1591217242,71,60.12,64.78,39.97,39.97,1.61
388,vao,90,NC,1591217242,88,-22.67,167.48,72.75,72.75,15.86
389,muros,90,ES,1591217242,85,42.78,-9.06,64.0,63.46,8.16
390,batemans bay,0,AU,1591217242,98,-35.72,150.18,37.99,37.99,5.14
391,doha,0,QA,1591217242,50,25.29,51.53,98.01,94.32,5.82
392,georgiyevka,0,KZ,1591217242,49,43.04,74.71,69.8,69.8,4.47
393,plettenberg bay,100,ZA,1591217014,83,-34.05,23.37,59.4,59.4,3.78
394,pemangkat,80,ID,1591217242,87,1.17,108.97,78.35,78.35,0.54
395,kutum,36,SD,1591217243,16,14.2,24.67,79.3,79.3,9.24
396,reading,100,GB,1591217243,82,51.46,-0.97,57.0,56.21,1.01
397,balad,0,IQ,1591217243,18,34.02,44.15,82.72,82.72,12.64
398,mehamn,75,NO,1591217243,75,71.04,27.85,44.6,44.6,4.7
399,semey,100,KZ,1591217243,62,50.41,80.23,59.45,59.45,2.68
400,petrovsk,100,RU,1591217243,89,52.31,45.39,61.25,61.25,14.0
401,kavieng,99,PG,1591217243,75,-2.57,150.8,82.81,82.81,10.76
402,mandalgovi,100,MN,1591217243,72,45.76,106.27,49.62,49.62,2.64
403,chato,74,TZ,1591217243,63,-2.64,31.77,70.41,70.41,5.01
404,pontianak,97,ID,1591217243,94,-0.03,109.33,76.1,76.1,3.09
405,agadez,9,NE,1591217243,13,19.75,10.25,95.61,95.61,11.48
406,naron,4,ES,1591217243,87,43.52,-8.15,63.0,60.6,3.36
407,aloleng,89,PH,1591217243,69,16.13,119.78,83.86,83.86,2.21
408,kloulklubed,75,PW,1591217243,94,7.04,134.26,77.0,77.0,6.93
409,ramnagar,44,IN,1591217243,48,29.4,79.12,78.96,78.96,6.4
410,ulaangom,100,MN,1591217244,59,49.98,92.07,55.4,55.4,4.47
411,sayyan,100,YE,1591217244,76,15.17,44.32,61.16,61.16,1.39
412,ko samui,99,TH,1591216986,74,9.54,99.94,83.55,83.55,12.03
413,lorengau,97,PG,1591217244,78,-2.02,147.27,81.7,81.7,2.55
414,broken hill,0,AU,1591217244,93,-31.95,141.43,35.6,35.6,5.82
415,tupik,100,RU,1591217244,67,54.43,119.93,46.8,46.8,0.85
416,latung,71,PH,1591217244,72,5.5,120.88,83.93,83.93,6.82
417,sereflikochisar,100,TR,1591217244,58,38.94,33.54,61.92,61.92,8.66
418,acapulco,40,MX,1591217147,70,16.86,-99.89,84.2,84.2,11.41
419,tsaratanana,30,MG,1591217244,68,-16.78,47.65,67.28,67.28,13.78
420,lekoni,91,GA,1591217244,77,-1.58,14.26,77.61,77.61,2.37
421,husyatyn,62,UA,1591217244,82,49.07,26.21,53.01,53.01,4.0
422,sawakin,0,SD,1591217245,36,19.11,37.33,86.05,86.05,6.06
423,caravelas,21,BR,1591217245,89,-17.71,-39.25,74.73,74.73,6.44
424,taksimo,92,RU,1591217245,56,56.34,114.88,51.57,51.57,0.51
425,shingu,100,JP,1591217245,85,33.73,135.98,65.52,65.52,3.56
426,san cristobal,40,VE,1591217245,52,7.77,-72.22,91.4,91.4,10.29
427,fort-de-france,40,MQ,1591217173,66,14.61,-61.07,86.0,83.59,17.22
428,emba,63,KZ,1591217245,49,48.83,58.14,70.45,70.45,21.61
429,tornio,92,FI,1591217245,76,65.85,24.15,53.6,53.6,3.36
430,phan thiet,100,VN,1591217245,83,10.93,108.1,79.2,79.2,2.73
431,kathu,75,TH,1591217245,94,7.92,98.33,77.0,77.0,9.17
432,cravo norte,8,CO,1591217245,66,6.3,-70.2,86.76,86.76,7.63
433,vila franca do campo,75,PT,1591217102,93,37.72,-25.43,62.6,62.6,17.22
434,jiujiang,89,CN,1591217245,82,29.73,115.98,76.51,76.51,1.99
435,kilindoni,93,TZ,1591217245,77,-7.91,39.67,79.77,79.77,16.44
436,fairbanks,90,US,1591217089,81,64.84,-147.72,57.99,54.27,4.7
437,kushtagi,100,IN,1591217245,73,15.77,76.2,75.69,75.69,21.16
438,dingle,95,PH,1591217150,81,11.0,122.67,78.33,78.33,2.57
439,bilma,1,NE,1591217246,13,18.69,12.92,93.58,93.58,6.73
440,nazarovo,100,RU,1591217246,87,56.01,90.39,41.65,41.65,5.08
441,mushie,100,CD,1591217246,86,-3.02,16.9,74.84,74.84,3.11
442,altamira,16,BR,1591217246,92,-3.2,-52.21,78.89,78.89,3.47
443,jalapa,28,MX,1591217006,63,19.53,-96.92,77.65,77.65,5.35
444,kamina,0,CD,1591217246,62,-8.74,24.99,65.46,65.46,1.97
445,botwood,98,CA,1591217246,67,49.15,-55.35,53.01,53.01,1.99
446,guiong,86,PH,1591217246,79,6.42,122.03,78.94,78.94,2.39
447,renqiu,3,CN,1591217246,19,38.7,116.09,75.31,75.31,12.71
448,nyurba,25,RU,1591217246,53,63.28,118.33,56.07,56.07,3.36
449,mountain home,40,US,1591216987,21,43.13,-115.69,84.2,84.2,12.75
450,jumla,76,NP,1591217246,63,29.27,82.18,51.66,51.66,1.01
451,chingirlau,46,KZ,1591217246,55,51.09,54.08,70.77,70.77,17.47
452,riyadh,20,SA,1591217194,14,24.69,46.72,98.6,98.6,6.93
453,san francisco,1,US,1591217043,57,37.77,-122.42,87.8,79.07,4.7
454,sabang,100,ID,1591217247,77,5.89,95.32,83.16,83.16,12.77
455,george,100,ZA,1591217247,93,-33.96,22.46,59.0,59.0,4.7
456,concordia,40,AR,1591217247,59,-31.39,-58.02,63.0,62.82,11.41
457,kedrovyy,71,RU,1591217247,81,56.17,91.82,44.6,44.6,4.47
458,armidale,2,AU,1591217247,79,-30.52,151.65,30.99,30.99,4.81
459,nicoya,75,CR,1591217103,74,10.15,-85.45,84.2,84.2,4.7
460,abu dhabi,0,AE,1591216978,66,24.47,54.37,91.4,90.37,4.7
461,det udom,100,TH,1591217247,94,14.91,105.08,77.0,77.0,2.24
462,lima,90,PE,1591217247,72,-12.04,-77.03,68.0,68.0,12.75
463,kiunga,92,PG,1591217247,99,-6.12,141.29,73.08,73.08,1.54
464,bairiki,40,KI,1591217247,88,1.33,172.98,80.6,80.6,3.36
465,santa comba,24,ES,1591217248,73,43.03,-8.81,64.0,62.64,1.01
466,loandjili,75,CG,1591217248,94,-4.76,11.86,78.8,78.8,6.93
467,kalmunai,19,LK,1591217248,74,7.42,81.82,79.72,79.72,6.02
468,dali,13,CN,1591217248,84,25.7,100.18,59.7,59.7,5.32
469,chifeng,0,CN,1591217248,55,42.27,118.96,54.97,54.97,14.12
470,kovur,100,IN,1591217248,68,14.48,79.98,86.5,86.5,5.7
471,vikulovo,100,RU,1591217248,90,56.82,70.61,44.71,44.71,5.48
472,smirnykh,84,RU,1591217248,89,49.75,142.83,53.44,53.44,0.74
473,nagtipunan,15,PH,1591217248,84,16.22,121.6,74.39,74.39,1.21
474,hualmay,39,PE,1591217248,71,-11.1,-77.61,68.81,68.81,13.56
475,fairfield,20,US,1591217248,73,41.27,-73.32,75.2,74.39,9.17
476,seoul,75,KR,1591217047,94,37.57,126.98,68.0,67.41,6.93
477,zhuji,40,CN,1591217248,94,29.72,120.24,75.2,75.15,2.24
478,dongzhen,76,CN,1591217248,89,22.38,110.94,76.68,76.68,3.27
479,srednekolymsk,0,RU,1591217248,51,67.45,153.68,51.8,51.8,6.15
480,morgan city,90,US,1591217249,94,29.7,-91.21,78.8,76.82,4.7
481,shuangyang,75,CN,1591217249,87,43.52,125.67,53.6,53.6,4.47
482,katsuura,100,JP,1591217249,94,35.13,140.3,70.0,68.9,7.49
483,tilichiki,10,RU,1591217249,76,60.47,166.1,43.18,43.18,5.91
484,iqaluit,75,CA,1591216996,56,63.75,-68.51,42.8,42.39,16.11
485,tshane,0,BW,1591217249,37,-24.02,21.87,57.02,57.02,7.34
486,pingzhuang,0,CN,1591217249,55,42.04,119.29,55.62,55.62,13.51
487,great falls,1,US,1591217249,26,47.5,-111.3,73.4,72.09,19.46
488,mahajanga,3,MG,1591217249,57,-15.72,46.32,76.41,76.41,13.13
489,saldanha,81,ZA,1591217249,87,-33.01,17.94,53.6,53.6,5.82
490,hamilton,20,US,1591217249,48,39.18,-84.53,90.0,88.34,13.87
491,sao joao da barra,0,BR,1591217249,73,-21.64,-41.05,75.2,74.3,6.93
492,angoche,0,MZ,1591217249,83,-16.23,39.91,72.21,72.21,6.51
493,kieta,69,PG,1591217249,76,-6.22,155.63,80.74,80.74,1.16
494,emborion,2,GR,1591217249,62,40.48,21.55,57.2,57.2,4.7
495,bejar,61,ES,1591217250,70,40.39,-5.76,66.0,66.0,1.01
496,mathbaria,56,BD,1591217250,83,22.29,89.96,82.62,82.62,9.31
497,vestmannaeyjar,69,IS,1591217250,82,63.44,-20.27,50.29,50.29,14.76
498,chernyshevskiy,32,RU,1591217250,52,63.01,112.47,53.15,53.15,4.61
499,rypefjord,75,NO,1591217250,65,70.63,23.67,44.6,44.6,3.36
500,pangkalanbuun,61,ID,1591217250,88,-2.68,111.62,76.86,76.86,3.33
501,viedma,0,AR,1591217127,57,-40.81,-63.0,48.45,48.45,7.16
502,pangai,20,TO,1591217250,69,-19.8,-174.35,80.6,80.6,16.11
503,flin flon,90,CA,1591217250,82,54.77,-101.86,55.4,55.4,10.29
504,freeport,1,US,1591217021,65,40.66,-73.58,82.0,75.67,10.29
505,alofi,75,NU,1591217250,73,-19.06,-169.92,77.0,77.0,14.99
506,podujevo,75,XK,1591217250,58,42.91,21.19,59.0,55.94,8.05
507,kuloy,77,RU,1591217250,76,61.03,42.49,47.93,47.93,5.28
508,alad,4,PH,1591217251,67,12.62,122.25,84.78,84.78,4.25
509,arcos de la frontera,20,ES,1591217251,77,36.75,-5.81,69.8,68.68,8.05
510,fare,12,PF,1591217251,67,-16.7,-151.02,80.42,80.42,8.48
511,aksu,100,CN,1591217251,30,41.12,80.26,74.88,74.88,7.45
512,kidal,98,ML,1591217251,13,18.44,1.41,99.21,99.21,5.1
513,pasni,0,PK,1591217251,91,25.26,63.47,82.54,82.54,13.15
514,alto araguaia,1,BR,1591217251,63,-17.31,-53.22,71.13,71.13,3.71
515,laguna,1,US,1591216994,23,38.42,-121.42,100.99,98.11,5.82
516,namatanai,89,PG,1591217251,75,-3.67,152.43,81.63,81.63,5.12
517,abrau-dyurso,40,RU,1591217251,87,44.69,37.59,60.8,60.4,11.18
518,big bend,0,SZ,1591217251,93,-26.82,31.93,55.4,55.4,1.12
519,oltina,7,RO,1591217251,81,44.17,27.67,54.0,53.78,9.17
520,itoman,20,JP,1591217199,94,26.12,127.67,80.6,80.42,17.22
521,chipinge,0,ZW,1591217251,97,-20.19,32.62,51.55,51.55,3.49
522,husavik,80,IS,1591217229,81,66.04,-17.34,42.8,42.8,8.05
523,saint-francois,87,FR,1591217251,82,46.42,3.91,60.8,60.8,2.24
524,yuzhnyy,20,RU,1591217252,61,53.25,83.69,48.2,48.2,6.71
525,syamzha,63,RU,1591217252,89,60.02,41.06,47.62,47.62,5.75
526,dongkan,64,CN,1591217252,83,34.0,119.83,72.7,72.7,7.78
527,ust-kuyga,8,RU,1591217252,71,70.02,135.6,39.72,39.72,4.5
528,sterling,1,US,1591217054,38,39.01,-77.43,95.0,92.35,11.41
529,morros,91,BR,1591217252,64,-9.45,-46.3,79.77,79.77,0.67
530,loa janan,47,ID,1591217252,97,-0.58,117.09,73.56,73.56,1.19
531,parrita,75,CR,1591217252,78,9.52,-84.32,75.2,72.28,13.87
532,ewa beach,40,US,1591217252,51,21.32,-158.01,86.0,85.01,14.99
533,tazovskiy,93,RU,1591217252,75,67.47,78.7,40.71,40.71,13.4
534,celendin,75,PE,1591217214,49,-6.87,-78.15,69.8,69.8,9.17
535,maceio,20,BR,1591217002,88,-9.67,-35.74,78.8,78.8,5.82
536,oranjemund,100,NA,1591217252,83,-28.55,16.43,57.9,57.9,5.5
537,palmer,75,US,1591217252,57,42.16,-72.33,77.0,75.63,6.93
538,pacific grove,1,US,1591217092,56,36.62,-121.92,91.0,80.89,5.82
539,viransehir,0,TR,1591217253,54,37.24,39.76,66.52,66.52,6.64
540,coro,7,VE,1591217253,62,11.4,-69.67,85.59,85.59,19.75
541,arrecife,20,ES,1591217253,69,28.96,-13.55,75.2,75.2,11.41
542,marsaxlokk,7,MT,1591217253,77,35.84,14.54,69.01,67.28,2.24
543,taoudenni,81,ML,1591217253,17,22.68,-3.98,101.1,101.1,25.3
544,vankleek hill,90,CA,1591217253,93,45.52,-74.65,59.0,57.81,6.93
545,thunder bay,40,CA,1591217253,33,48.4,-89.32,75.99,74.61,12.75
546,tobol,16,KZ,1591217253,72,52.68,62.58,52.11,52.11,8.46
547,troitskoye,89,RU,1591217253,74,52.98,84.68,48.78,48.78,5.75
548,lucapa,26,AO,1591217253,49,-8.42,20.74,70.74,70.74,2.8
549,severo-kurilsk,100,RU,1591217016,80,50.68,156.12,47.32,47.32,13.56
550,klyuchi,76,RU,1591217188,52,52.27,79.17,54.39,54.39,9.69
551,portland,75,US,1591217204,52,45.52,-122.68,70.0,67.51,9.17
552,hirara,1,JP,1591216976,85,24.8,125.28,82.0,82.0,13.76
553,turukhansk,93,RU,1591217253,66,65.82,87.98,50.36,50.36,10.2
554,beringovskiy,100,RU,1591217254,74,63.05,179.32,42.96,42.96,2.77
555,shabo,49,UA,1591217254,93,46.13,30.39,55.4,55.4,6.71
556,buta,96,CD,1591217254,97,2.79,24.73,69.57,69.57,1.68
557,puerto armuelles,99,PA,1591217254,80,8.28,-82.87,70.0,70.0,8.16
558,tucuma,0,BR,1591217254,80,-0.18,-50.05,80.4,80.4,8.37
559,olinda,20,BR,1591217254,78,-8.01,-34.86,82.4,82.4,9.17
560,sikeston,1,US,1591217254,46,36.88,-89.59,91.4,89.46,9.28
561,mardin,0,TR,1591217254,44,37.31,40.74,62.94,62.94,6.2
562,hurricane,1,US,1591217254,11,37.18,-113.29,100.0,97.34,9.17
563,kyaikkami,100,MM,1591217254,80,16.08,97.57,82.72,82.72,8.97
564,phalombe,17,MW,1591217254,92,-15.81,35.65,60.49,60.49,3.71
565,bandar-e anzali,0,IR,1591217254,66,37.47,49.46,74.46,74.46,11.03
566,christchurch,97,NZ,1591217163,93,-43.53,172.63,52.0,50.34,11.41
567,anadyr,100,RU,1591217254,62,64.75,177.48,53.6,53.26,4.47
568,ampanihy,0,MG,1591217255,70,-24.7,44.75,63.9,63.9,4.65
569,vysokogornyy,98,RU,1591217255,93,50.12,139.15,47.77,47.77,3.74
570,karratha,0,AU,1591217182,48,-20.74,116.85,70.93,70.93,12.64
571,suchil,21,MX,1591219385,17,23.63,-103.92,85.73,85.73,15.23
572,conakry,85,GN,1591219385,80,9.54,-13.68,82.53,82.53,6.35
573,ushuaia,75,AR,1591219195,60,-54.8,-68.3,42.8,42.8,8.05
574,kirakira,97,SB,1591219385,74,-10.45,161.92,82.51,82.51,4.59
575,east london,100,ZA,1591219385,78,-33.02,27.91,65.39,65.39,6.89
576,warrington,91,GB,1591219385,71,53.39,-2.58,54.0,52.12,4.7
577,shido,75,JP,1591219385,88,34.32,134.17,66.2,65.73,5.82
578,carayao,29,PY,1591219385,71,-25.18,-56.4,66.96,66.96,1.97
579,kaili,56,ID,1591219385,89,-3.46,120.21,68.18,68.18,1.86
580,avarua,14,CK,1591219385,69,-21.21,-159.78,77.0,77.0,12.75
581,jamestown,40,US,1591219280,69,42.1,-79.24,75.99,74.7,17.22
582,plouzane,75,FR,1591219385,93,48.38,-4.62,57.2,56.64,6.93
583,puerto ayora,40,EC,1591219385,61,-0.74,-90.35,82.4,79.02,18.34
584,port alfred,100,ZA,1591219385,94,-33.59,26.89,61.0,61.0,1.01
585,broome,75,US,1591219385,64,42.25,-75.83,75.99,72.73,6.93
586,pevek,68,RU,1591219386,76,69.7,170.31,39.6,39.6,3.44
587,port macquarie,51,AU,1591219386,77,-31.43,152.92,55.99,55.99,1.01
588,nikolskoye,100,RU,1591219386,62,59.7,30.79,59.0,57.07,2.24
589,albany,74,US,1591219386,49,42.6,-73.97,80.01,78.4,1.01
590,busselton,0,AU,1591219386,80,-33.65,115.33,48.0,46.6,6.02
591,hobart,20,AU,1591219224,80,-42.88,147.33,44.01,40.8,8.05
592,dikson,99,RU,1591219386,98,73.51,80.55,31.26,31.26,14.85
593,topchikha,20,RU,1591219386,70,52.82,83.12,46.4,46.4,6.71
594,dubbo,0,AU,1591219386,100,-32.25,148.62,39.2,39.2,9.17
595,hithadhoo,89,MV,1591219386,65,-0.6,73.08,84.24,84.24,6.98
596,puri,40,IN,1591219386,88,19.8,85.85,78.8,78.8,14.41
597,bluff,100,NZ,1591219386,79,-46.6,168.33,47.41,47.41,22.91
598,haines junction,96,CA,1591219386,44,60.75,-137.51,52.61,52.61,8.46
599,punta arenas,75,CL,1591219179,70,-53.15,-70.92,46.4,46.2,18.34
600,butaritari,84,KI,1591219386,77,3.07,172.79,82.22,82.22,6.73
601,koslan,18,RU,1591219387,54,63.46,48.9,50.4,50.4,3.31
602,rikitea,100,PF,1591219384,80,-23.12,-134.97,75.7,75.7,18.57
603,dhadar,22,IN,1591219387,31,28.33,75.06,90.77,90.77,5.06
604,sechura,52,PE,1591219387,57,-5.56,-80.82,77.16,77.16,16.93
605,saint-philippe,47,RE,1591219387,64,-21.36,55.77,69.8,62.73,5.82
606,mayo,1,US,1591219142,46,38.89,-76.51,91.99,89.91,10.29
607,nantucket,1,US,1591219325,87,41.28,-70.1,63.0,61.45,14.99
608,oussouye,17,SN,1591219387,83,12.48,-16.55,80.6,79.68,9.17
609,chuy,17,UY,1591219387,77,-33.7,-53.46,51.55,51.55,4.38
610,gat,0,IL,1591219387,53,31.61,34.76,70.0,66.97,4.0
611,thompson,75,CA,1591219387,48,55.74,-97.86,60.8,60.8,5.82
612,mar del plata,40,AR,1591219260,71,-38.0,-57.56,50.0,49.66,8.05
613,holalkere,100,IN,1591219387,76,14.03,76.18,73.27,73.27,10.31
614,mataura,100,NZ,1591219387,92,-46.19,168.86,44.1,44.1,7.49
615,clyde river,90,CA,1591219387,100,70.47,-68.59,28.4,28.4,5.82
616,kahului,40,US,1591219323,49,20.89,-156.47,89.6,82.56,19.46
617,arraial do cabo,40,BR,1591219388,88,-22.97,-42.03,73.4,73.4,5.82
618,szubin,0,PL,1591219343,71,53.01,17.74,53.6,53.6,4.7
619,ponta do sol,40,PT,1591219388,68,32.67,-17.1,68.0,64.04,11.41
620,roura,20,GF,1591219388,78,4.73,-52.33,82.4,82.4,6.93
621,kozhva,0,RU,1591219388,66,65.11,57.05,46.58,46.58,3.0
622,victoria,91,HK,1591219318,79,22.29,114.16,84.0,83.03,8.99
623,san patricio,40,MX,1591219388,83,19.22,-104.7,80.6,80.6,23.04
624,labytnangi,79,RU,1591219388,58,66.66,66.42,45.37,45.37,2.71
625,kapaa,20,US,1591219388,78,22.08,-159.32,82.0,81.39,11.41
626,puerto baquerizo moreno,75,EC,1591219388,78,-0.9,-89.6,78.8,78.8,13.87
627,moussoro,0,TD,1591219388,35,13.64,16.49,91.44,91.44,12.84
628,hermanus,82,ZA,1591219388,84,-34.42,19.23,59.0,59.0,3.0
629,kuala terengganu,20,MY,1591219388,94,5.33,103.14,78.8,78.42,3.36
630,slave lake,40,CA,1591219388,58,55.28,-114.77,57.2,57.2,25.28
631,samarai,61,PG,1591219385,86,-10.62,150.67,79.99,79.99,6.78
632,hilo,1,US,1591219388,54,19.73,-155.09,84.2,79.2,8.05
633,airai,100,TL,1591219389,100,-8.93,125.41,54.81,54.81,4.56
634,cap malheureux,100,MU,1591219389,70,-19.98,57.61,73.0,73.0,7.0
635,mahebourg,75,MU,1591219389,69,-20.41,57.7,73.4,73.4,14.99
636,klaksvik,5,FO,1591219389,87,62.23,-6.59,44.6,44.6,6.93
637,luderitz,27,NA,1591219389,87,-26.65,15.16,55.4,55.4,2.24
638,leningradskiy,37,RU,1591219389,68,69.38,178.42,42.06,42.06,5.75
639,carnarvon,0,AU,1591219389,42,-24.87,113.63,71.38,71.38,9.22
640,yellowknife,75,CA,1591219389,49,62.46,-114.35,48.99,48.33,4.7
641,khatanga,11,RU,1591219389,51,71.97,102.5,48.79,48.79,9.15
642,robertsport,100,LR,1591219389,80,6.75,-11.37,81.79,81.79,6.91
643,dongsheng,16,CN,1591219389,28,39.82,109.98,61.16,61.16,1.14
644,halifax,90,CA,1591219378,100,44.65,-63.57,48.99,46.6,6.93
645,shubarshi,59,KZ,1591219389,47,48.59,57.19,72.23,72.23,17.74
646,atuona,4,PF,1591219389,75,-9.8,-139.03,80.98,80.98,15.26
647,toila,100,EE,1591219389,82,59.42,27.5,53.94,53.94,4.32
648,olafsvik,61,IS,1591219389,84,64.89,-23.71,47.5,47.5,4.72
649,nishihara,40,JP,1591219390,88,26.18,127.76,80.6,80.46,12.75
650,haveli,50,PK,1591219390,35,30.45,73.7,89.19,89.19,5.55
651,bambous virieux,75,MU,1591219390,69,-20.34,57.76,73.4,73.22,14.99
652,sarakhs,0,IR,1591219390,28,36.54,61.16,80.6,80.6,2.24
653,baruun-urt,0,MN,1591219390,73,46.68,113.28,47.16,47.16,4.83
654,lavrentiya,0,RU,1591219390,67,65.58,-171.0,42.21,42.21,5.57
655,tabou,32,CI,1591219390,86,4.42,-7.35,79.57,79.57,6.73
656,longyearbyen,20,SJ,1591219390,69,78.22,15.64,37.4,37.4,3.36
657,thinadhoo,87,MV,1591219195,68,0.53,72.93,84.38,84.38,8.16
658,krasnoselkup,28,RU,1591219390,69,65.7,82.47,46.29,46.29,12.5
659,syracuse,1,IT,1591219390,63,37.09,15.28,64.4,61.09,5.82
660,lata,25,PT,1591219390,89,40.16,-8.33,66.0,64.0,3.02
661,gornyy,71,RU,1591219390,73,55.12,83.91,40.44,40.44,1.34
662,sydney,75,AU,1591219189,62,-33.87,151.21,51.8,50.23,16.11
663,fayaoue,71,NC,1591219391,83,-20.65,166.53,76.39,76.39,17.18
664,vaini,20,TO,1591219391,78,-21.2,-175.2,78.8,78.8,9.17
665,tasiilaq,100,GL,1591219391,60,65.61,-37.64,42.8,42.8,4.7
666,bredasdorp,96,ZA,1591219391,93,-34.53,20.04,57.2,57.2,2.24
667,narasannapeta,100,IN,1591219391,78,18.42,84.05,84.27,84.27,6.15
668,geraldton,0,AU,1591219391,58,-28.77,114.6,57.2,57.2,10.29
669,axim,5,GH,1591219391,84,4.87,-2.24,79.84,79.84,8.01
670,codrington,1,AU,1591219391,90,-38.27,141.97,40.64,40.64,5.01
671,torbay,75,CA,1591219391,58,47.67,-52.73,53.6,52.93,14.99
672,barrow,1,US,1591219239,80,71.29,-156.79,35.6,35.6,17.22
673,honiara,40,SB,1591219391,100,-9.43,159.95,75.2,75.2,1.68
674,padang,100,ID,1591219391,83,-0.95,100.35,77.9,77.9,2.55
675,cam ranh,20,VN,1591219391,74,11.92,109.16,86.0,86.0,8.05
676,port-cartier,75,CA,1591219391,61,50.03,-66.87,48.2,47.01,12.75
677,nanortalik,78,GL,1591219392,88,60.14,-45.24,48.36,48.36,4.56
678,zhigansk,66,RU,1591219392,51,66.77,123.37,50.65,50.65,10.4
679,vardo,75,NO,1591219392,87,70.37,31.11,42.8,42.8,8.05
680,comacchio,99,IT,1591219392,36,44.7,12.19,77.0,70.32,3.36
681,haverfordwest,83,GB,1591219167,76,51.8,-4.97,55.4,54.3,19.46
682,adrar,50,MR,1591219392,30,20.5,-10.07,89.67,89.67,13.31
683,khandyga,50,RU,1591219392,54,62.67,135.6,55.76,55.76,3.49
684,talnakh,9,RU,1591219392,75,69.49,88.4,44.6,44.6,17.9
685,georgetown,20,MY,1591219164,94,5.41,100.34,80.6,79.27,2.24
686,narsaq,54,GL,1591219392,62,60.92,-46.05,59.0,59.0,4.7
687,vanavara,100,RU,1591219392,73,60.34,102.28,49.91,49.91,3.09
688,san andres,90,CO,1591219211,88,12.58,-81.7,80.6,80.6,5.82
689,cape town,84,ZA,1591219209,87,-33.93,18.42,59.0,56.66,6.93
690,wagar,0,SD,1591219392,16,16.15,36.2,89.69,89.69,7.74
691,hambantota,71,LK,1591219393,85,6.12,81.12,78.13,78.13,13.06
692,saskylakh,100,RU,1591219393,59,71.92,114.08,47.89,47.89,7.43
693,buala,44,SB,1591219393,72,-8.14,159.59,82.85,82.85,4.18
694,san quintin,0,MX,1591219393,53,30.48,-115.95,75.69,75.69,9.37
